供应商名称,诚信通年数,诚信等级,累计成交数,累计买家数,重复购买率,退货率,产品名称,产品价格,产品评论量,产品评论等级,产品交易量,产品网址
深圳市南山区澄兴达电子商行,4,A级,135,36,30.56%,2.00%,汽车手机支架变形金刚车载支架二代金刚三车载手机支架伸缩仪表台,4.50,2,5.0,100,https://detail.1688.com/offer/595147377767.html
深圳市捷凯诺科技有限公司,11,A级,27,15,53.33%,7.00%,厂家直销车载无线充手机支架吸盘式手机支架汽车手机充电支架,70.00,1,5.0,0,https://detail.1688.com/offer/570543850743.html
东莞市兆山电子科技有限公司,2,AA级,480,229,28.35%,1.00%,跨境热销全自动充电车载手机支架出风口导航红外智能感应无线充架,75.00,27,5.0,2,https://detail.1688.com/offer/582540837128.html
深圳市瑞尔得伟业科技有限公司,6,AA级,23,11,54.55%,0.00%,汽车车载手机行车记录仪支架手机导航固定支架后视镜手机支架厂家,10.00,0,0.0,15,https://detail.1688.com/offer/534376873744.html
温州恒上塑料五金有限公司,11,AAA级,154,96,20.00%,5.00%,厂家直销汽车手机支架车载无线充手机支架吸盘仪表台伸缩支架车用,15.00,83,5.0,4,https://detail.1688.com/offer/592809022181.html
深圳果果美美科技有限公司,6,A级,6344,2797,32.73%,2.00%,车载手机支架通用多功能吸盘懒人支架汽车导航支架车载手机座,3.60,150,5.0,3410,https://detail.1688.com/offer/520323440262.html
漳州君威电子科技有限公司,7,AA级,358,145,40.28%,1.00%,汽车CD口通用360°旋转手机车载导航仪支架生产厂家carholder,10.00,5,5.0,4,https://detail.1688.com/offer/532576773446.html
绍兴市上虞区德隆摄影器材有限公司,6,AAA级,1964,1177,17.33%,4.00%,创意汽车多功能车内手机支架汽车摇摆出风口手机导航车载支架,2.00,46,5.0,0,https://detail.1688.com/offer/556164540468.html
深圳市龙岗区峰成洋塑胶厂,4,AA级,1970,562,40.43%,5.00%,手机平板通用支架桌面夹子吸盘多功能懒人支架车载玻璃桌面防滑,11.00,1,5.0,0,https://detail.1688.com/offer/583067157380.html
深圳市博普斯科技有限公司,2,BBB级,35,15,40.00%,5.00%,仪表台中控台车载手机支架汽车用鳄鱼夹多功能手机座导航仪支架,8.00,0,0.0,6,https://detail.1688.com/offer/571605157296.html
深圳市鑫鑫美美电子科技有限公司,4,AA级,726,308,28.99%,2.00%,汽车空调出风口手机支架车内饮料架水杯架车载手机支架,9.00,81,5.0,101,https://detail.1688.com/offer/539501966487.html
深圳市旭恒伟业科技有限公司,4,AA级,36,14,28.57%,0.00%,手机扣环金属懒人手机支架韩国指环扣iring车载支架平板支架,1.20,2,5.0,0,https://detail.1688.com/offer/532535762051.html
广州市福怡汽车配件精品市场新启点汽车用品商行,6,AA级,347,129,42.64%,2.00%,外贸热销车载多功能手机支架平板电脑支架二合一汽车手机架批发,23.00,0,0.0,80,https://detail.1688.com/offer/581173098240.html
深圳市鑫圳达科技有限公司,4,AA级,63,29,41.38%,10.00%,亚马逊上热卖汽车手机支架车载手机导航支架铝合金磁铁多功能支架,6.80,0,0.0,0,https://detail.1688.com/offer/562703476683.html
广州市越秀区方通通讯器材商行,4,AA级,1052,226,37.05%,10.00%,倍思智能车载支架无线充红外线感应车载支架手机通用导航支架,127.71,82,5.0,19,https://detail.1688.com/offer/578837955729.html
海宁市长安恒昌五金塑料制品厂,9,AA级,1906,439,44.65%,3.00%,车载小人手机支架后视镜导航汽车后座支架厂家批发可定制logo,4.50,137,5.0,31,https://detail.1688.com/offer/45576785107.html
深圳市驭畅电子科技有限公司,7,AA级,22,7,85.71%,0.00%,吸盘式车载手机支架出风口支架车载手机架导航汽车手机架,8.00,0,0.0,0,https://detail.1688.com/offer/582502782026.html
义乌聚沃商贸有限公司,4,AA级,1900,707,30.70%,4.00%,车载磁性手机支架金蟾貔貅招财神兽金属工艺品车载支架定制,10.00,77,4.9,0,https://detail.1688.com/offer/546595690034.html
深圳市金源发塑胶模具有限公司,3,AA级,547,259,32.03%,0.00%,车载手机支架360°旋转磁吸挡风玻璃仪表台多功能硅胶吸盘支架,8.20,106,4.7,507,https://detail.1688.com/offer/562840621467.html
深圳市福田区思岱娜电子商行,4,A级,427,242,25.62%,18.00%,倍思6.5寸智能车载支架无线充手机导航支架红外线感应车载支架,90.00,15,5.0,0,https://detail.1688.com/offer/580793806802.html
义乌市群驰贸易有限公司,5,AA级,4172,1064,30.92%,2.00%,新款手机支架无线车载手机支架汽车重力感应手机车载支架无线充电,85.00,11,5.0,0,https://detail.1688.com/offer/595448301749.html
深圳市永业恒发塑胶制品有限公司,4,AA级,1741,940,26.21%,2.00%,厂家直销摩托车手机充电支架车载手机支架带USB充电摩托车车充,17.50,52,4.9,1,https://detail.1688.com/offer/569627079874.html
深圳逻思科技有限公司,6,A级,117,89,12.94%,7.00%,质几车载手机支架磁性手机支架出风口支架磁铁支架360度旋转,7.00,1,1.0,0,https://detail.1688.com/offer/601760928060.html
深圳市麦克玛尼科技有限公司,3,AA级,903,324,32.48%,2.00%,金属车载手机一条支架汽车导航出风口重力支架创意伸缩一字变形架,19.00,39,5.0,26,https://detail.1688.com/offer/602448650258.html
深圳市恒昌通科技有限公司,5,A级,86,28,67.86%,0.00%,厂家直销多功能车载手机支架手机支架/GPS支架/通用手机支架,7.00,0,0.0,0,https://detail.1688.com/offer/45662664950.html
深圳市卡维美科技有限公司,6,A级,134,107,15.09%,13.00%,倍思智能车载支架（出风口）汽车导航手机支架智能感应重力支架,79.00,0,0.0,0,https://detail.1688.com/offer/577935299438.html
深圳市罗湖区鸿佳德电子科技商行,3,A级,271,115,35.09%,7.00%,新款重力车载支架Y型出风口手机多功能创意导航车用固定架通用,8.00,0,0.0,0,https://detail.1688.com/offer/600555997651.html
绍兴市上虞区永和镇鼎丰塑料厂,10,AAA级,188,88,43.18%,1.00%,厂家生产通用车载手机支架低价优质多功能导航手机支架,1.80,1,5.0,0,https://detail.1688.com/offer/40025986690.html
东莞市驭畅电子科技有限公司,3,AA级,48,10,30.00%,2.00%,汽车手机支架迷你圆形360度旋转折叠车载吸盘导航支架仪表台,3.70,0,0.0,1620,https://detail.1688.com/offer/561418874216.html
广州达乾源塑料制品有限公司,6,AA级,1532,767,19.38%,2.00%,yesido新款伸缩磁吸车载手机支架桌面通用吸盘金属汽车支架,24.80,51,5.0,37,https://detail.1688.com/offer/580051909528.html
北京微格互动科技股份有限公司,4,A级,723,77,62.34%,2.00%,AutoBotM支架金属款厂家一件代发车载出风口手机支架单手取放,79.00,63,5.0,103,https://detail.1688.com/offer/596485320010.html
深圳市曦诺优品科技有限公司,5,AA级,368,136,33.09%,2.00%,原创多功能自行车手机支架便携硅胶摩托车载支架户外懒人支架,18.00,46,5.0,20,https://detail.1688.com/offer/526569306795.html
余姚市海丽磁材厂,7,A级,6,4,50.00%,0.00%,工厂直销多功能车载【磁性手机支架】车用万能磁铁手机支架B款,3.00,0,5.0,0,https://detail.1688.com/offer/529349081044.html
深圳市逸航科技有限公司,3,AA级,167,77,24.00%,3.00%,膜登世界车载手机支架吸盘汽车支架磁性手机支架车载磁吸,14.00,4,5.0,0,https://detail.1688.com/offer/582021782630.html
恩平市奥特尔工艺制品有限公司,10,AAA级,920,266,38.78%,1.00%,E型导航垫手机垫汽车防滑垫止滑垫车载多功能手机支架停车牌,6.00,135,5.0,794,https://detail.1688.com/offer/568339637758.html
中山市小榄镇创润塑料电器厂,8,AA级,1562,837,21.12%,1.00%,太空人支架磁性磁力磁吸车载手机导航360度旋转磁铁支架,9.80,51,5.0,4552,https://detail.1688.com/offer/596046234830.html
广州摩司顿数码科技有限公司,6,AA级,298,129,32.03%,2.00%,跨境新款手机支架定制PU折叠支架卡套手机背贴卡套桌面车载支架,8.00,0,0.0,23,https://detail.1688.com/offer/607118461548.html
深圳市锋芒时代科技有限公司,5,AA级,93,32,31.25%,8.00%,倍思智能车载支架无线充出风口手机导航车架红外感应支架,94.50,3,5.0,1,https://detail.1688.com/offer/587091832563.html
车大福（深圳）科技有限公司,2,AA级,48,26,34.62%,6.00%,工厂直销汽车重力联动车载支架金属圆形出风口创意车载手机支架,39.00,4,5.0,3000,https://detail.1688.com/offer/565999003657.html
深圳市福田区青汇电子商行,4,BB级,78,59,18.97%,5.00%,真空吸盘手机支架创意车载支架抖音同款出风口仪表台双用款支架,5.80,0,0.0,0,https://detail.1688.com/offer/607728366942.html
深圳市艺创精密塑胶模具有限公司,5,AA级,416,227,26.55%,2.00%,车载手机支架汽车出风口手机支架铝合金重力感应车用导航支架座,8.80,15,4.9,2099,https://detail.1688.com/offer/576094601690.html
深圳市诺惟科技有限公司,4,BBB级,19583,4325,24.94%,4.00%,新款专利车载手机支架金属多功能导航仪重力出风口汽车支架厂家,18.00,1315,5.0,33,https://detail.1688.com/offer/551013655211.html
东莞市宝扣电子科技有限公司,2,A级,124,69,40.58%,1.00%,车载手机支架创意多功能汽车手机支架中控仪表台手机架车载支架,24.70,98,5.0,300,https://detail.1688.com/offer/572693691423.html
深圳市禧华通电子科技有限公司,5,AAA级,1499,1012,20.20%,3.00%,厂家直销车载支架礼品定制汽车手机支架出风口导航车载手机支架,15.20,503,5.0,74,https://detail.1688.com/offer/575221857146.html
东莞市怡泰五金塑胶制品有限公司,5,AA级,628,390,20.33%,3.00%,创意新款车载手机支架金属汽车导航出风口重力支架手机车载支架,18.00,7,5.0,0,https://detail.1688.com/offer/597269854278.html
前海兴天勤科技（深圳）有限公司,4,A级,435,175,40.00%,1.00%,手机车载支架CD口出风口通用导航手机座车架支架,10.00,3,5.0,100,https://detail.1688.com/offer/541070413677.html
深圳市华捷森贸易有限公司,4,AAA级,207,148,26.35%,7.00%,电镀手机指环扣支架桌面指环支架卡通金属车载通用磁吸LOGO定制,6.50,13,5.0,6824,https://detail.1688.com/offer/607588042063.html
深圳市罗湖区享达数码商行,4,AA级,375,152,39.74%,1.00%,手机车载支架360度旋转多功能软管强磁性导航支架懒人支架,7.00,9,4.9,0,https://detail.1688.com/offer/534927318937.html
深圳市真彩软胶科技有限公司,11,AA级,38,15,46.67%,0.00%,小号PU自粘导航手机支架黑色手机车载支架车载导航座置物防滑垫,5.20,4,5.0,0,https://detail.1688.com/offer/524627470405.html
永康市翔杰工贸有限公司,10,AA级,7042,1801,17.66%,4.00%,史努比正品车载手机支架NASA款车载重力支架导航支架创意卡通支架,21.15,4,4.0,3530,https://detail.1688.com/offer/604476510950.html
深圳市源兴发科技有限公司,8,AA级,2822,1009,31.41%,11.00%,弗洛米Floveme车载中控台手机支架仪表台挡风玻璃二合一吸附支架,17.00,42,4.9,406,https://detail.1688.com/offer/580527966327.html
深圳市仨与猫创意文化有限公司,3,AA级,881,523,18.28%,2.00%,创意款金属通用汽车手机支架厂家直销出风口车载重力感应支架,22.00,106,5.0,15,https://detail.1688.com/offer/581641565485.html
宁波江北悦方电子有限公司,11,AAA级,1110,332,42.77%,2.00%,跨境货源发光石出风口磁性手机支架车载手机架磁力汽车手机车载架,15.00,176,5.0,0,https://detail.1688.com/offer/526017957096.html
东莞市老友实业有限公司,6,AA级,277,163,26.25%,0.00%,手机支架车载硅胶绑带防震防摔多功能硅胶绑带自行车手机支架,5.50,0,0.0,502,https://detail.1688.com/offer/580741539534.html
深圳市速盈丰电子科技有限公司,1,BB级,69,33,39.39%,0.00%,懒人手机支架毛毛虫蛇形支架桌面床头车载手机支架直播自拍支架,22.00,0,0.0,7,https://detail.1688.com/offer/606459799718.html
森泽盛科技（深圳）有限公司,4,A级,9,4,75.00%,0.00%,折叠手机支架手机指环扣车载手机支架墙上手机支架,2.50,0,0.0,0,https://detail.1688.com/offer/576691635057.html
深圳市龙岗区平湖镇博讯通塑胶电子厂,12,AA级,159,85,36.47%,2.00%,新款创意支架中控台手机支架趴趴吸盘支架车载触控支架多角度支架,22.00,0,0.0,530,https://detail.1688.com/offer/601019218574.html
深圳市越亿成科技有限公司,6,AAA级,2795,999,36.69%,2.00%,批发汽车摆件装饰品树脂老款钻豹金钱豹手机支架汽车车载磁铁支架,27.00,6,5.0,0,https://detail.1688.com/offer/562747432355.html
深圳市耐斯密封科技有限公司,2,A级,683,304,29.90%,11.00%,新款企鹅萌宠车载手机支架车载汽车出风口手机支架汽车重力支架,11.50,1,5.0,0,https://detail.1688.com/offer/593024371380.html
深圳市礼怡电子有限公司,7,AAA级,702,285,20.85%,2.00%,礼品定制车载手机支架三合一汽车出风口手机支架多功能懒人支架,23.00,6,5.0,0,https://detail.1688.com/offer/567545870565.html
深圳市鑫潮流电子科技有限公司,3,A级,283,64,32.81%,3.00%,懒人手机支架萌宠毛毛虫手机支架直播八爪鱼三脚架吸盘RK-L99车载,25.00,0,0.0,0,https://detail.1688.com/offer/601549327610.html
深圳市福田区翔腾龙通讯产品经营部,9,A级,2229,1004,19.94%,5.00%,方向盘手机支架方向盘支架多功能方向支架车载支架,5.00,5,4.9,10,https://detail.1688.com/offer/1137033868.html
广州市蓝协贸易有限公司,4,A级,11,8,37.50%,0.00%,畅销7寸到12寸平板电脑通用款车载手机支架椅背头枕平板通用支架,13.00,66,5.0,0,https://detail.1688.com/offer/533963289208.html
深圳市宝安区西乡杰美迅电子厂,2,AA级,675,286,30.53%,1.00%,车载仪表台手机夹子汽车手机支架导航仪支架批发可定制logo,4.50,12,4.9,0,https://detail.1688.com/offer/571505606766.html
深圳市福田区鑫宏广电子商行,3,AA级,1096,477,32.41%,4.00%,跨境车载手机支架仪表台360度旋转吸盘支架车载挡风玻璃汽车支架,6.00,0,0.0,0,https://detail.1688.com/offer/597116599117.html
宁波乐得计算机科技有限公司,4,AAA级,93,34,41.18%,1.00%,工厂直销多功能磁性磁力磁吸车载手机导航金属360度旋转磁铁支架,28.00,18,5.0,0,https://detail.1688.com/offer/563005558184.html
东莞市航百五金有限公司,2,BBB级,1,1,0.00%,50.00%,厂家直销合金属车载手机支架磁吸汽车支架空调出风口一件代发定制,9.80,0,0.0,0,https://detail.1688.com/offer/590368836558.html
深圳市本昌实业有限责任公司,4,AA级,85,35,15.15%,3.00%,多功能无线充电车载手机支架车载出风口导航支撑重力支架自动感应,56.00,0,0.0,0,https://detail.1688.com/offer/609865577732.html
深圳市罗湖区左江盟电子厂,3,A级,180,64,34.38%,9.00%,新款金属重力车载支架一条Pro出风口手机支架隐形伸缩支架抖音,28.00,1,5.0,0,https://detail.1688.com/offer/600643773522.html
深圳市时创五金塑胶制品有限公司,3,A级,259,122,29.66%,3.00%,新款创意招财猫方向盘重力陀螺仪支架多功能车载导航吸盘手机支架,24.00,5,5.0,2,https://detail.1688.com/offer/604942104555.html
深圳市嘉智轩数码科技有限公司,3,A级,44,19,33.33%,12.00%,现货热销新款磁吸铝合金手机气囊支架伸缩折叠金属车载磁吸支架,2.50,0,0.0,1000,https://detail.1688.com/offer/582788670263.html
深圳市诺贝信电子科技有限公司,6,AA级,1959,898,19.98%,2.00%,跨境专供出风口车载支架手机导航仪磁吸通用支架360度旋转横直屏,18.40,0,0.0,0,https://detail.1688.com/offer/602184916559.html
深圳市宝安区特普达塑料制品经营部,4,BB级,578,156,38.06%,2.00%,车载重力手机支架汽车支架车用出风口多功能通用款二合一吸盘支架,6.80,5,5.0,2,https://detail.1688.com/offer/578717288180.html
深圳市柠檬智品科技有限公司,3,A级,260,123,34.15%,6.00%,汽车靠背椅后座挂钩多功能固定架车载后枕磁力手机支架厂家直销,14.80,3,5.0,0,https://detail.1688.com/offer/563291961516.html
